
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[00:45:32.280 --> 00:45:32.440]   think
[00:45:32.440 --> 00:45:33.080]   that
[00:45:33.080 --> 00:45:33.280]   oh
[00:45:33.280 --> 00:45:33.450]   you
[00:45:33.450 --> 00:45:34.410]   definitely
[00:45:34.410 --> 00:45:34.520]   did
[00:45:34.520 --> 00:45:34.560]   my
[00:45:34.560 --> 00:45:34.630]   i
[00:45:34.630 --> 00:45:34.850]   won
[00:45:34.850 --> 00:45:35.070]   and
[00:45:35.070 --> 00:45:35.360]   done
[00:45:35.360 --> 00:45:35.510]   so
[00:45:35.510 --> 00:45:35.580]   i
[00:45:35.580 --> 00:45:35.830]   was
[00:45:35.830 --> 00:45:36.240]   really
[00:45:36.240 --> 00:45:36.680]   lucky
[00:45:36.680 --> 00:45:36.930]   yeah
[00:45:36.930 --> 00:45:37.270]   but
[00:45:37.270 --> 00:45:37.360]   you
[00:45:37.360 --> 00:45:37.560]   know
[00:45:37.560 --> 00:45:37.680]   it
[00:45:37.680 --> 00:45:37.800]  's
[00:45:37.800 --> 00:45:38.110]   funny
[00:45:38.110 --> 00:45:38.360]   like
[00:45:38.360 --> 00:45:38.440]   i
[00:45:38.440 --> 00:45:38.480]   i
[00:45:38.480 --> 00:45:38.730]   when
[00:45:38.730 --> 00:45:38.790]   i
[00:45:38.790 --> 00:45:39.120]   when
[00:45:39.120 --> 00:45:39.160]   i
[00:45:39.160 --> 00:45:39.290]   put
[00:45:39.290 --> 00:45:39.460]   when
[00:45:39.460 --> 00:45:39.890]   initially
[00:45:39.890 --> 00:45:40.120]   posted
[00:45:40.120 --> 00:45:40.190]   a
[00:45:40.190 --> 00:45:40.690]   project
[00:45:40.690 --> 00:45:40.830]   on
[00:45:40.830 --> 00:45:41.190]   freel
[00:45:41.190 --> 00:45:41.550]  ancer
[00:45:41.550 --> 00:45:41.690]  .
[00:45:41.690 --> 00:45:41.970]  com
[00:45:41.970 --> 00:45:42.250]   i
[00:45:42.250 --> 00:45:42.280]   you
[00:45:42.280 --> 00:45:42.540]   know
[00:45:42.540 --> 00:45:42.680]   it
[00:45:42.680 --> 00:45:42.890]   was
[00:45:42.890 --> 00:45:43.350]   like
[00:45:43.350 --> 00:45:43.450]   it
[00:45:43.450 --> 00:45:43.520]   was
[00:45:43.520 --> 00:45:43.570]   a
[00:45:43.570 --> 00:45:43.880]   small
[00:45:43.880 --> 00:45:44.240]   project
[00:45:44.240 --> 00:45:44.390]   and
[00:45:44.390 --> 00:45:44.520]   it
[00:45:44.520 --> 00:45:44.640]   was
[00:45:44.640 --> 00:45:44.850]   like
[00:45:44.850 --> 00:45:45.210]   you
[00:45:45.210 --> 00:45:45.210]   know
[00:45:45.210 --> 00:45:45.490]   i
[00:45:45.490 --> 00:45:45.620]   thought
[00:45:45.620 --> 00:45:45.720]   it
[00:45:45.720 --> 00:45:45.920]   was
[00:45:45.920 --> 00:45:46.080]   like
[00:45:46.080 --> 00:45:46.230]   a
[00:45:46.230 --> 00:45:46.360]   less
[00:45:46.360 --> 00:45:46.440]   than
[00:45:46.440 --> 00:45:46.440]   a
[00:45:46.440 --> 00:45:46.830]   hundred
[00:45:46.830 --> 00:45:47.160]   dollar
[00:45:47.160 --> 00:45:47.430]   it
[00:45:47.430 --> 00:45:47.650]   was
[00:45:47.650 --> 00:45:47.690]   like
[00:45:47.690 --> 00:45:47.810]   the
[00:45:47.810 --> 00:45:48.260]   category
[00:45:48.260 --> 00:45:48.480]   less
[00:45:48.480 --> 00:45:48.770]   than
[00:45:48.770 --> 00:45:48.840]   two
[00:45:48.840 --> 00:45:49.300]   hundred
[00:45:49.300 --> 00:45:49.740]   dollar
[00:45:49.740 --> 00:45:50.210]   project
[00:45:50.210 --> 00:45:50.410]   type
[00:45:50.410 --> 00:45:50.750]   thing
[00:45:50.750 --> 00:45:50.990]   and
[00:45:50.990 --> 00:45:51.030]   i
[00:45:51.030 --> 00:45:51.410]   posted
[00:45:51.410 --> 00:45:51.560]   up
[00:45:51.560 --> 00:45:51.640]   and
[00:45:51.640 --> 00:45:51.680]   i
[00:45:51.680 --> 00:45:51.800]   got
[00:45:51.800 --> 00:45:51.990]   like
[00:45:51.990 --> 00:45:52.280]   15
[00:45:52.280 --> 00:45:52.760]   people
[00:45:52.760 --> 00:45:53.010]  
[00:45:53.010 --> 00:45:53.140]   and
[00:45:53.140 --> 00:45:53.650]   most
[00:45:53.650 --> 00:45:53.900]   of
[00:45:53.900 --> 00:45:54.410]   them
[00:45:54.410 --> 00:45:54.780]   had
[00:45:54.780 --> 00:45:55.330]   really
[00:45:55.330 --> 00:45:56.260]   high
[00:45:56.260 --> 00:45:56.300]   uh
[00:45:56.300 --> 00:45:56.840]   number
[00:45:56.840 --> 00:45:56.880]   a
[00:45:56.880 --> 00:45:56.990]   lot
[00:45:56.990 --> 00:45:57.080]   of
[00:45:57.080 --> 00:45:57.400]   reviews
[00:45:57.400 --> 00:45:57.770]   with
[00:45:57.770 --> 00:45:58.140]   very
[00:45:58.140 --> 00:45:58.510]   high
[00:45:58.510 --> 00:45:59.370]   star
[00:45:59.370 --> 00:45:59.540]   ratings
[00:45:59.540 --> 00:45:59.630]   i
[00:45:59.630 --> 00:45:59.690]   mean
[00:45:59.690 --> 00:46:00.460]   you
[00:46:00.460 --> 00:46:00.750]   never
[00:46:00.750 --> 00:46:01.120]   know
[00:46:01.120 --> 00:46:01.590]   but
[00:46:01.590 --> 00:46:01.800]   maybe
[00:46:01.800 --> 00:46:02.040]   maybe
[00:46:02.040 --> 00:46:02.230]   this
[00:46:02.230 --> 00:46:02.320]   is
[00:46:02.320 --> 00:46:02.510]   like
[00:46:02.510 --> 00:46:02.560]   a
[00:46:02.560 --> 00:46:03.150]   particularly
[00:46:03.150 --> 00:46:03.340]   good
[00:46:03.340 --> 00:46:03.730]   category
[00:46:03.730 --> 00:46:03.870]   for
[00:46:03.870 --> 00:46:04.080]   that
[00:46:04.080 --> 00:46:04.280]   but
[00:46:04.280 --> 00:46:04.500]   i
[00:46:04.500 --> 00:46:04.520]   don
[00:46:04.520 --> 00:46:04.610]  't
[00:46:04.610 --> 00:46:04.850]   know
[00:46:04.850 --> 00:46:04.950]   if
[00:46:04.950 --> 00:46:05.150]   you
[00:46:05.150 --> 00:46:05.350]   were
[00:46:05.350 --> 00:46:05.760]   looking
[00:46:05.760 --> 00:46:05.930]   for
[00:46:05.930 --> 00:46:05.980]   a
[00:46:05.980 --> 00:46:06.150]   cod
[00:46:06.150 --> 00:46:06.260]  er
[00:46:06.260 --> 00:46:06.360]   or
[00:46:06.360 --> 00:46:06.570]   something
[00:46:06.570 --> 00:46:07.380]   like
[00:46:07.380 --> 00:46:07.480]   that
[00:46:07.480 --> 00:46:07.560]   you
[00:46:07.560 --> 00:46:07.640]   you
[00:46:07.640 --> 00:46:08.140]   probably
[00:46:08.140 --> 00:46:08.620]   wouldn
[00:46:08.620 --> 00:46:08.630]  't
[00:46:08.630 --> 00:46:08.880]   luck
[00:46:08.880 --> 00:46:09.060]   out
[00:46:09.060 --> 00:46:09.320]   that
[00:46:09.320 --> 00:46:09.560]   much
[00:46:09.560 --> 00:46:09.800]   you
[00:46:09.800 --> 00:46:10.200]   know
[00:46:10.200 --> 00:46:10.230]   get
[00:46:10.230 --> 00:46:10.370]   such
[00:46:10.370 --> 00:46:10.440]   a
[00:46:10.440 --> 00:46:10.700]   great
[00:46:10.700 --> 00:46:11.010]   person
[00:46:11.010 --> 00:46:11.270]   first
[00:46:11.270 --> 00:46:11.420]   try
[00:46:11.420 --> 00:46:11.470]   i
[00:46:11.470 --> 00:46:11.840]   wonder
[00:46:11.840 --> 00:46:12.140]   because
[00:46:12.140 --> 00:46:12.510]   that
[00:46:12.510 --> 00:46:12.610]   would
[00:46:12.610 --> 00:46:12.760]   be
[00:46:12.760 --> 00:46:13.000]   awesome
[00:46:13.000 --> 00:46:13.080]   to
[00:46:13.080 --> 00:46:13.420]   have
[00:46:13.420 --> 00:46:13.760]   like
[00:46:13.760 --> 00:46:13.840]   a
[00:46:13.840 --> 00:46:14.260]   little
[00:46:14.260 --> 00:46:14.690]   army
[00:46:14.690 --> 00:46:14.870]   of
[00:46:14.870 --> 00:46:15.060]   of
[00:46:15.060 --> 00:46:15.200]   on
[00:46:15.200 --> 00:46:15.540]   call
[00:46:15.540 --> 00:46:15.790]   why
[00:46:15.790 --> 00:46:16.040]   don
[00:46:16.040 --> 00:46:16.210]  't
[00:46:16.210 --> 00:46:16.460]   you
[00:46:16.460 --> 00:46:16.760]   try
[00:46:16.760 --> 00:46:16.840]   like
[00:46:16.840 --> 00:46:16.850]   i
[00:46:16.850 --> 00:46:17.000]   mean
[00:46:17.000 --> 00:46:17.160]   that
[00:46:17.160 --> 00:46:17.230]  's
[00:46:17.230 --> 00:46:17.410]   that
[00:46:17.410 --> 00:46:17.460]  's
[00:46:17.460 --> 00:46:17.630]   what
[00:46:17.630 --> 00:46:17.740]   rob
[00:46:17.740 --> 00:46:17.950]   wall
[00:46:17.950 --> 00:46:18.010]  ing
[00:46:18.010 --> 00:46:18.080]  's
[00:46:18.080 --> 00:46:18.270]   been
[00:46:18.270 --> 00:46:18.430]   doing
[00:46:18.430 --> 00:46:18.550]   for
[00:46:18.550 --> 00:46:18.740]   years
[00:46:18.740 --> 00:46:18.860]   you
[00:46:18.860 --> 00:46:19.080]   know
[00:46:19.080 --> 00:46:19.160]   you
[00:46:19.160 --> 00:46:19.320]   know
[00:46:19.320 --> 00:46:19.400]   he
[00:46:19.400 --> 00:46:19.480]  's
[00:46:19.480 --> 00:46:19.660]   like
[00:46:19.660 --> 00:46:19.980]   virtual
[00:46:19.980 --> 00:46:20.450]   assistants
[00:46:20.450 --> 00:46:20.540]   so
[00:46:20.540 --> 00:46:20.630]   it
[00:46:20.630 --> 00:46:20.720]  's
[00:46:20.720 --> 00:46:20.900]   like
[00:46:20.900 --> 00:46:21.110]   but
[00:46:21.110 --> 00:46:21.360]   people
[00:46:21.360 --> 00:46:21.570]   like
[00:46:21.570 --> 00:46:21.750]   who
[00:46:21.750 --> 00:46:21.920]   are
[00:46:21.920 --> 00:46:22.200]   like
[00:46:22.200 --> 00:46:22.480]   lin
[00:46:22.480 --> 00:46:22.680]  ux
[00:46:22.680 --> 00:46:22.680]  
[00:46:22.680 --> 00:46:23.100]   or
[00:46:23.100 --> 00:46:23.150]   sequel
[00:46:23.150 --> 00:46:23.540]   experts
[00:46:23.540 --> 00:46:23.680]   like
[00:46:23.680 --> 00:46:24.050]   someone
[00:46:24.050 --> 00:46:24.210]   who
[00:46:24.210 --> 00:46:24.310]  's
[00:46:24.310 --> 00:46:24.680]   really
[00:46:24.680 --> 00:46:24.760]   good
[00:46:24.760 --> 00:46:24.840]   with
[00:46:24.840 --> 00:46:25.080]   my
[00:46:25.080 --> 00:46:25.680]   sequel
[00:46:25.680 --> 00:46:25.960]   yeah
[00:46:25.960 --> 00:46:26.150]   he
[00:46:26.150 --> 00:46:26.160]  's
[00:46:26.160 --> 00:46:26.390]   like
[00:46:26.390 --> 00:46:26.420]   i
[00:46:26.420 --> 00:46:26.580]   had
[00:46:26.580 --> 00:46:26.790]   that
[00:46:26.790 --> 00:46:26.840]   i
[00:46:26.840 --> 00:46:27.190]   have
[00:46:27.190 --> 00:46:27.320]   tried
[00:46:27.320 --> 00:46:27.370]   i
[00:46:27.370 --> 00:46:27.530]  've
[00:46:27.530 --> 00:46:27.800]   tried
[00:46:27.800 --> 00:46:27.920]   to
[00:46:27.920 --> 00:46:28.060]   set
[00:46:28.060 --> 00:46:28.260]   this
[00:46:28.260 --> 00:46:28.370]   up
[00:46:28.370 --> 00:46:28.470]   i
[00:46:28.470 --> 00:46:28.630]   mean
[00:46:28.630 --> 00:46:28.680]   i
[00:46:28.680 --> 00:46:28.850]  've
[00:46:28.850 --> 00:46:29.240]   tried
[00:46:29.240 --> 00:46:29.330]   to
[00:46:29.330 --> 00:46:29.470]   set
[00:46:29.470 --> 00:46:29.660]   this
[00:46:29.660 --> 00:46:29.750]   up
[00:46:29.750 --> 00:46:29.940]   with
[00:46:29.940 --> 00:46:29.980]   a
[00:46:29.980 --> 00:46:30.260]   number
[00:46:30.260 --> 00:46:30.410]   of
[00:46:30.410 --> 00:46:30.680]   people
[00:46:30.680 --> 00:46:30.840]   and
[00:46:30.840 --> 00:46:30.980]   they
[00:46:30.980 --> 00:46:31.080]  've
[00:46:31.080 --> 00:46:31.480]   just
[00:46:31.480 --> 00:46:31.730]   they
[00:46:31.730 --> 00:46:31.900]  're
[00:46:31.900 --> 00:46:32.260]   just
[00:46:32.260 --> 00:46:32.350]   not
[00:46:32.350 --> 00:46:32.920]   available
[00:46:32.920 --> 00:46:33.040]   in
[00:46:33.040 --> 00:46:33.230]   the
[00:46:33.230 --> 00:46:33.450]   way
[00:46:33.450 --> 00:46:33.660]   that
[00:46:33.660 --> 00:46:33.940]   this
[00:46:33.940 --> 00:46:34.110]   guy
[00:46:34.110 --> 00:46:34.230]  's
[00:46:34.230 --> 00:46:34.780]   available
[00:46:34.780 --> 00:46:34.920]   to
[00:46:34.920 --> 00:46:35.160]   you
[00:46:35.160 --> 00:46:35.300]   um
[00:46:35.300 --> 00:46:36.010]   basically
[00:46:36.010 --> 00:46:36.070]   he
[00:46:36.070 --> 00:46:36.240]  's
[00:46:36.240 --> 00:46:36.920]   responsive
[00:46:36.920 --> 00:46:37.130]   you
[00:46:37.130 --> 00:46:37.410]   know
[00:46:37.410 --> 00:46:37.560]   it
[00:46:37.560 --> 00:46:37.720]  's
[00:46:37.720 --> 00:46:38.000]   really
[00:46:38.000 --> 00:46:38.430]   difficult
[00:46:38.430 --> 00:46:38.520]   to
[00:46:38.520 --> 00:46:38.680]   get
[00:46:38.680 --> 00:46:39.000]   people
[00:46:39.000 --> 00:46:39.160]   who
[00:46:39.160 --> 00:46:39.350]   are
[00:46:39.350 --> 00:46:39.860]   responsive
[00:46:39.860 --> 00:46:40.010]   because
[00:46:40.010 --> 00:46:40.330]   if
[00:46:40.330 --> 00:46:40.540]   they
[00:46:40.540 --> 00:46:40.870]  're
[00:46:40.870 --> 00:46:41.020]   really
[00:46:41.020 --> 00:46:41.230]   good
[00:46:41.230 --> 00:46:41.440]   then
[00:46:41.440 --> 00:46:41.650]   they
[00:46:41.650 --> 00:46:41.880]  're
[00:46:41.880 --> 00:46:42.120]   they
[00:46:42.120 --> 00:46:42.300]  're
[00:46:42.300 --> 00:46:42.720]   working
[00:46:42.720 --> 00:46:42.890]   for
[00:46:42.890 --> 00:46:43.430]   other
[00:46:43.430 --> 00:46:43.560]   people
[00:46:43.560 --> 00:46:43.880]   right
[00:46:43.880 --> 00:46:44.360]   normally
[00:46:44.360 --> 00:46:44.540]   right
[00:46:44.540 --> 00:46:44.630]   they
[00:46:44.630 --> 00:46:44.710]  're
[00:46:44.710 --> 00:46:44.840]   just
[00:46:44.840 --> 00:46:45.000]   doing
[00:46:45.000 --> 00:46:45.350]   contracts
[00:46:45.350 --> 00:46:45.470]   and
[00:46:45.470 --> 00:46:45.550]   so
[00:46:45.550 --> 00:46:45.720]   they
[00:46:45.720 --> 00:46:45.820]  're
[00:46:45.820 --> 00:46:45.940]   not
[00:46:45.940 --> 00:46:46.130]   going
[00:46:46.130 --> 00:46:46.210]   to
[00:46:46.210 --> 00:46:46.320]   be
[00:46:46.320 --> 00:46:46.680]   responsive
[00:46:46.680 --> 00:46:46.760]   to
[00:46:46.760 --> 00:46:46.920]   you
[00:46:46.920 --> 00:46:47.010]   why
[00:46:47.010 --> 00:46:47.210]   should
[00:46:47.210 --> 00:46:47.260]   i
[00:46:47.260 --> 00:46:47.320]   be
[00:46:47.320 --> 00:46:47.940]   responsive
[00:46:47.940 --> 00:46:48.190]   to
[00:46:48.190 --> 00:46:48.240]   you
[00:46:48.240 --> 00:46:48.480]   and
[00:46:48.480 --> 00:46:48.540]   if
[00:46:48.540 --> 00:46:48.660]   if
[00:46:48.660 --> 00:46:48.920]   they
[00:46:48.920 --> 00:46:49.120]  're
[00:46:49.120 --> 00:46:49.270]   not
[00:46:49.270 --> 00:46:49.700]   working
[00:46:49.700 --> 00:46:49.960]   for
[00:46:49.960 --> 00:46:50.040]   other
[00:46:50.040 --> 00:46:50.040]  
[00:46:50.040 --> 00:46:50.330]   people
[00:46:50.330 --> 00:46:50.520]   well
[00:46:50.520 --> 00:46:50.710]   then
[00:46:50.710 --> 00:46:50.850]   why
[00:46:50.850 --> 00:46:51.010]   are
[00:46:51.010 --> 00:46:51.180]   they
[00:46:51.180 --> 00:46:51.650]   available
[00:46:51.650 --> 00:46:51.710]   it
[00:46:51.710 --> 00:46:51.800]  's
[00:46:51.800 --> 00:46:51.990]   kind
[00:46:51.990 --> 00:46:52.080]   of
[00:46:52.080 --> 00:46:52.290]   like
[00:46:52.290 --> 00:46:52.310]   a
[00:46:52.310 --> 00:46:52.590]   catch
[00:46:52.590 --> 00:46:52.630]  -
[00:46:52.630 --> 00:46:53.000]  22
[00:46:53.000 --> 00:46:53.250]   this
[00:46:53.250 --> 00:46:53.370]   is
[00:46:53.370 --> 00:46:53.430]   a
[00:46:53.430 --> 00:46:53.760]   weird
[00:46:53.760 --> 00:46:54.490]   scenario
[00:46:54.490 --> 00:46:54.570]   yeah
[00:46:54.570 --> 00:46:54.940]   because
[00:46:54.940 --> 00:46:55.130]   now
[00:46:55.130 --> 00:46:55.190]   i
[00:46:55.190 --> 00:46:55.380]   don
[00:46:55.380 --> 00:46:55.500]  't
[00:46:55.500 --> 00:46:55.750]   even
[00:46:55.750 --> 00:46:56.200]   bother
[00:46:56.200 --> 00:46:56.440]   going
[00:46:56.440 --> 00:46:56.550]   to
[00:46:56.550 --> 00:46:56.600]   i
[00:46:56.600 --> 00:46:56.680]   mean
[00:46:56.680 --> 00:46:56.830]   now
[00:46:56.830 --> 00:46:56.930]   it
[00:46:56.930 --> 00:46:57.060]  's
[00:46:57.060 --> 00:46:57.260]   just
[00:46:57.260 --> 00:46:57.290]   i
[00:46:57.290 --> 00:46:57.490]   pay
[00:46:57.490 --> 00:46:57.570]   i
[00:46:57.570 --> 00:46:57.590]   go
[00:46:57.590 --> 00:46:57.690]   on
[00:46:57.690 --> 00:46:57.860]   pay
[00:46:57.860 --> 00:46:57.990]  pal
[00:46:57.990 --> 00:46:58.060]   i
[00:46:58.060 --> 00:46:58.140]  'm
[00:46:58.140 --> 00:46:58.350]   like
[00:46:58.350 --> 00:46:58.560]   well
[00:46:58.560 --> 00:46:58.760]   so
[00:46:58.760 --> 00:46:58.840]   how
[00:46:58.840 --> 00:46:59.000]   much
[00:46:59.000 --> 00:46:59.160]   are
[00:46:59.160 --> 00:46:59.240]   you
[00:46:59.240 --> 00:46:59.320]   he
[00:46:59.320 --> 00:46:59.400]  's
[00:46:59.400 --> 00:46:59.480]   a
[00:46:59.480 --> 00:46:59.560]   guy
[00:46:59.560 --> 00:46:59.740]   at
[00:46:59.740 --> 00:47:00.130]   20
[00:47:00.130 --> 00:47:00.550]   bucks
[00:47:00.550 --> 00:47:00.750]   here
[00:47:00.750 --> 00:47:00.940]   you
[00:47:00.940 --> 00:47:01.230]   go
[00:47:01.230 --> 00:47:01.380]   nice
[00:47:01.380 --> 00:47:01.700]   like
[00:47:01.700 --> 00:47:01.870]   you
[00:47:01.870 --> 00:47:02.150]   just
[00:47:02.150 --> 00:47:02.520]   saved
[00:47:02.520 --> 00:47:02.840]   me
[00:47:02.840 --> 00:47:03.000]   you
[00:47:03.000 --> 00:47:03.240]   saved
[00:47:03.240 --> 00:47:03.320]   my
[00:47:03.320 --> 00:47:03.880]   whole
[00:47:03.880 --> 00:47:04.420]   day
[00:47:04.420 --> 00:47:04.660]   yeah
[00:47:04.660 --> 00:47:04.880]   um
[00:47:04.880 --> 00:47:05.220]   and
[00:47:05.220 --> 00:47:05.760]   uh
[00:47:05.760 --> 00:47:05.830]   you
[00:47:05.830 --> 00:47:06.210]   know
[00:47:06.210 --> 00:47:06.660]   like
[00:47:06.660 --> 00:47:06.770]   i
[00:47:06.770 --> 00:47:07.100]   had
[00:47:07.100 --> 00:47:07.560]   to
[00:47:07.560 --> 00:47:07.610]   i
[00:47:07.610 --> 00:47:07.720]   had
[00:47:07.720 --> 00:47:08.030]   some
[00:47:08.030 --> 00:47:08.490]   really
[00:47:08.490 --> 00:47:08.950]   tricky
[00:47:08.950 --> 00:47:09.410]   sequel
[00:47:09.410 --> 00:47:09.600]   i
[00:47:09.600 --> 00:47:09.790]   need
[00:47:09.790 --> 00:47:10.410]   written
[00:47:10.410 --> 00:47:10.680]   and
[00:47:10.680 --> 00:47:10.850]   and
[00:47:10.850 --> 00:47:10.890]   i
[00:47:10.890 --> 00:47:11.000]  'm
[00:47:11.000 --> 00:47:11.160]   not
[00:47:11.160 --> 00:47:11.400]   bad
[00:47:11.400 --> 00:47:11.640]   with
[00:47:11.640 --> 00:47:11.960]   sequel
[00:47:11.960 --> 00:47:12.100]   but
[00:47:12.100 --> 00:47:12.280]   when
[00:47:12.280 --> 00:47:12.440]   it
[00:47:12.440 --> 00:47:12.750]   gets
[00:47:12.750 --> 00:47:13.450]   gets
[00:47:13.450 --> 00:47:13.530]   really
[00:47:13.530 --> 00:47:13.920]   hairy
[00:47:13.920 --> 00:47:14.080]   it
[00:47:14.080 --> 00:47:14.250]  's
[00:47:14.250 --> 00:47:14.470]   you
[00:47:14.470 --> 00:47:14.780]   know
[00:47:14.780 --> 00:47:14.960]   i
[00:47:14.960 --> 00:47:15.240]   mean
[00:47:15.240 --> 00:47:15.360]   it
[00:47:15.360 --> 00:47:15.480]  's
[00:47:15.480 --> 00:47:15.600]   it
[00:47:15.600 --> 00:47:15.730]  's
[00:47:15.730 --> 00:47:15.970]   nice
[00:47:15.970 --> 00:47:16.220]   when
[00:47:16.220 --> 00:47:16.410]   you
[00:47:16.410 --> 00:47:16.580]   can
[00:47:16.580 --> 00:47:16.830]   call
[00:47:16.830 --> 00:47:17.230]   someone
[00:47:17.230 --> 00:47:17.320]   and
[00:47:17.320 --> 00:47:17.320]   who
[00:47:17.320 --> 00:47:17.320]  
[00:47:17.320 --> 00:47:17.500]   so
[00:47:17.500 --> 00:47:17.650]   did
[00:47:17.650 --> 00:47:17.850]   you
[00:47:17.850 --> 00:47:17.980]   do
[00:47:17.980 --> 00:47:18.180]   you
[00:47:18.180 --> 00:47:18.450]   have
[00:47:18.450 --> 00:47:18.920]   someone
[00:47:18.920 --> 00:47:19.190]   well
[00:47:19.190 --> 00:47:19.320]   no
[00:47:19.320 --> 00:47:19.390]   i
[00:47:19.390 --> 00:47:19.580]   had
[00:47:19.580 --> 00:47:19.700]   to
[00:47:19.700 --> 00:47:20.040]   call
[00:47:20.040 --> 00:47:20.200]   to
[00:47:20.200 --> 00:47:20.400]   ask
[00:47:20.400 --> 00:47:20.500]   my
[00:47:20.500 --> 00:47:20.950]   buddy
[00:47:20.950 --> 00:47:21.000]   ph
[00:47:21.000 --> 00:47:21.160]  il
[00:47:21.160 --> 00:47:21.330]   oh
[00:47:21.330 --> 00:47:21.680]   yeah
[00:47:21.680 --> 00:47:22.030]   okay
[00:47:22.030 --> 00:47:22.290]   who
[00:47:22.290 --> 00:47:22.460]  's
[00:47:22.460 --> 00:47:22.890]   just
[00:47:22.890 --> 00:47:22.940]   a
[00:47:22.940 --> 00:47:23.460]   total
[00:47:23.460 --> 00:47:23.840]   badass
[00:47:23.840 --> 00:47:24.190]   when
[00:47:24.190 --> 00:47:24.350]   it
[00:47:24.350 --> 00:47:24.680]   was
[00:47:24.680 --> 00:47:25.080]   sequel
[00:47:25.080 --> 00:47:25.320]   server
[00:47:25.320 --> 00:47:25.400]   and
[00:47:25.400 --> 00:47:25.820]   stuff
[00:47:25.820 --> 00:47:26.200]   and
[00:47:26.200 --> 00:47:26.420]   you
[00:47:26.420 --> 00:47:26.710]   know
[00:47:26.710 --> 00:47:26.850]   my
[00:47:26.850 --> 00:47:27.310]   sequel
[00:47:27.310 --> 00:47:27.510]   was
[00:47:27.510 --> 00:47:27.880]   close
[00:47:27.880 --> 00:47:28.510]   enough
[00:47:28.510 --> 00:47:28.610]   yeah
[00:47:28.610 --> 00:47:28.900]   and
[00:47:28.900 --> 00:47:28.970]   so
[00:47:28.970 --> 00:47:29.110]   he
[00:47:29.110 --> 00:47:29.560]   spent
[00:47:29.560 --> 00:47:29.730]   i
[00:47:29.730 --> 00:47:29.880]   mean
[00:47:29.880 --> 00:47:30.010]   we
[00:47:30.010 --> 00:47:30.190]   did
[00:47:30.190 --> 00:47:30.390]   two
[00:47:30.390 --> 00:47:30.900]   sessions
[00:47:30.900 --> 00:47:31.100]   you
[00:47:31.100 --> 00:47:31.360]   know
[00:47:31.360 --> 00:47:31.880]   probably
[00:47:31.880 --> 00:47:32.140]   took
[00:47:32.140 --> 00:47:32.200]   a
[00:47:32.200 --> 00:47:32.590]   couple
[00:47:32.590 --> 00:47:32.990]   hours
[00:47:32.990 --> 00:47:33.160]   hour
[00:47:33.160 --> 00:47:33.240]   and
[00:47:33.240 --> 00:47:33.240]   a
[00:47:33.240 --> 00:47:33.480]   half
[00:47:33.480 --> 00:47:33.660]   two
[00:47:33.660 --> 00:47:33.950]   hours
[00:47:33.950 --> 00:47:34.070]   of
[00:47:34.070 --> 00:47:34.310]   work
[00:47:34.310 --> 00:47:34.630]   without
[00:47:34.630 --> 00:47:34.830]   the
[00:47:34.830 --> 00:47:35.400]   catalyst
[00:47:35.400 --> 00:47:35.530]   uh
[00:47:35.530 --> 00:47:35.770]   yeah
[00:47:35.770 --> 00:47:35.890]   it
[00:47:35.890 --> 00:47:36.070]   was
[00:47:36.070 --> 00:47:36.190]   it
[00:47:36.190 --> 00:47:36.430]   was
[00:47:36.430 --> 00:47:36.490]   it
[00:47:36.490 --> 00:47:36.670]   was
[00:47:36.670 --> 00:47:36.980]   stuff
[00:47:36.980 --> 00:47:37.230]   that
[00:47:37.230 --> 00:47:37.290]   i
[00:47:37.290 --> 00:47:37.510]  'd
[00:47:37.510 --> 00:47:37.530]   be
[00:47:37.530 --> 00:47:37.780]   able
[00:47:37.780 --> 00:47:37.900]   to
[00:47:37.900 --> 00:47:38.150]   have
[00:47:38.150 --> 00:47:38.360]   an
[00:47:38.360 --> 00:47:38.680]   integrated
[00:47:38.680 --> 00:47:38.840]   with
[00:47:38.840 --> 00:47:38.900]   a
[00:47:38.900 --> 00:47:39.090]   lot
[00:47:39.090 --> 00:47:39.220]   of
