
[00:00:00.000 --> 00:00:00.800]  
[00:00:00.800 --> 00:00:00.880]   Jo
[00:46:57.640 --> 00:46:57.980]   so
[00:46:57.980 --> 00:46:58.000]   one
[00:46:58.000 --> 00:46:58.420]   thing
[00:46:58.420 --> 00:46:58.420]   I
[00:46:58.420 --> 00:46:58.790]   wanna
[00:46:58.790 --> 00:46:58.820]   talk
[00:46:58.820 --> 00:46:59.430]   about
[00:46:59.430 --> 00:46:59.580]   um
[00:46:59.580 --> 00:46:59.870]   I
[00:46:59.870 --> 00:46:59.970]   was
[00:46:59.970 --> 00:47:00.380]   reading
[00:47:00.380 --> 00:47:00.520]   um
[00:47:00.520 --> 00:47:00.520]   I
[00:47:00.520 --> 00:47:00.860]   was
[00:47:00.860 --> 00:47:01.710]   reading
[00:47:01.710 --> 00:47:02.030]   something
[00:47:02.030 --> 00:47:02.120]   on
[00:47:02.120 --> 00:47:02.360]   two
[00:47:02.360 --> 00:47:02.560]   two
[00:47:02.560 --> 00:47:03.000]   things
[00:47:03.000 --> 00:47:03.220]   you
[00:47:03.220 --> 00:47:03.450]   there
[00:47:03.450 --> 00:47:03.710]  's
[00:47:03.710 --> 00:47:03.810]  ,
[00:47:03.810 --> 00:47:04.200]   cold
[00:47:04.200 --> 00:47:04.550]   days
[00:47:04.550 --> 00:47:04.690]   are
[00:47:04.690 --> 00:47:04.940]   sort
[00:47:04.940 --> 00:47:05.090]   of
[00:47:05.090 --> 00:47:05.450]   funny
[00:47:05.450 --> 00:47:05.780]   what
[00:47:05.780 --> 00:47:05.930]  ,
[00:47:05.930 --> 00:47:06.100]   was
[00:47:06.100 --> 00:47:06.460]   about
[00:47:06.460 --> 00:47:06.660]   so
[00:47:06.660 --> 00:47:06.730]  yl
[00:47:06.730 --> 00:47:06.960]  ent
[00:47:06.960 --> 00:47:07.100]   so
[00:47:07.100 --> 00:47:07.460]   there
[00:47:07.460 --> 00:47:07.870]   was
[00:47:07.870 --> 00:47:07.970]   some
[00:47:07.970 --> 00:47:08.040]   I
[00:47:08.040 --> 00:47:08.440]   guess
[00:47:08.440 --> 00:47:08.540]   so
[00:47:08.540 --> 00:47:08.680]  yl
[00:47:08.680 --> 00:47:08.890]  ent
[00:47:08.890 --> 00:47:09.360]   came
[00:47:09.360 --> 00:47:09.410]   out
[00:47:09.410 --> 00:47:09.550]   of
[00:47:09.550 --> 00:47:09.770]   the
[00:47:09.770 --> 00:47:10.060]   list
[00:47:10.060 --> 00:47:10.200]   of
[00:47:10.200 --> 00:47:10.560]   their
[00:47:10.560 --> 00:47:11.370]   ingredients
[00:47:11.370 --> 00:47:12.010]   yesterday
[00:47:12.010 --> 00:47:13.200]  . [SPEAKER_TURN]
[00:47:13.200 --> 00:47:13.960]   Oh
[00:47:13.960 --> 00:47:15.490]   yeah
[00:47:15.490 --> 00:47:19.720]  . [SPEAKER_TURN]
[00:47:20.000 --> 00:47:20.090]  
[00:47:20.090 --> 00:47:20.090]   I
[00:47:20.090 --> 00:47:20.380]   and
[00:47:20.380 --> 00:47:20.670]   and
[00:47:20.670 --> 00:47:20.870]   it
[00:47:20.870 --> 00:47:21.050]   it
[00:47:21.050 --> 00:47:21.820]   reminded
[00:47:21.820 --> 00:47:21.830]   me
[00:47:21.830 --> 00:47:22.400]   well
[00:47:22.400 --> 00:47:22.990]   okay
[00:47:22.990 --> 00:47:23.000]   so
[00:47:23.000 --> 00:47:23.500]   there
[00:47:23.500 --> 00:47:23.660]  's
[00:47:23.660 --> 00:47:23.950]   the
[00:47:23.950 --> 00:47:24.530]   people
[00:47:24.530 --> 00:47:24.860]   are
[00:47:24.860 --> 00:47:25.250]   hating
[00:47:25.250 --> 00:47:25.780]   on
[00:47:25.780 --> 00:47:25.860]   so
[00:47:25.860 --> 00:47:25.970]  yl
[00:47:25.970 --> 00:47:26.690]  ent
[00:47:26.690 --> 00:47:26.740]   right
[00:47:26.740 --> 00:47:27.270]  ,
[00:47:27.270 --> 00:47:27.350]   And
[00:47:27.350 --> 00:47:27.570]   and
[00:47:27.570 --> 00:47:27.570]   a
[00:47:27.570 --> 00:47:27.950]   lot
[00:47:27.950 --> 00:47:28.030]   of
[00:47:28.030 --> 00:47:28.100]   it
[00:47:28.100 --> 00:47:28.250]   is
[00:47:28.250 --> 00:47:28.560]   very
[00:47:28.560 --> 00:47:29.260]   emotional
[00:47:29.260 --> 00:47:29.410]   it
[00:47:29.410 --> 00:47:29.560]  's
[00:47:29.560 --> 00:47:29.700]  ,
[00:47:29.700 --> 00:47:30.160]   very
[00:47:30.160 --> 00:47:30.720]   emotional
[00:47:30.720 --> 00:47:30.940]   and
[00:47:30.940 --> 00:47:31.300]   then
[00:47:31.300 --> 00:47:31.320]   I
[00:47:31.320 --> 00:47:31.510]   it
[00:47:31.510 --> 00:47:31.810]   was
[00:47:31.810 --> 00:47:32.250]   similar
[00:47:32.250 --> 00:47:32.790]   because
[00:47:32.790 --> 00:47:33.020]   the
[00:47:33.020 --> 00:47:33.250]   day
[00:47:33.250 --> 00:47:33.710]   before
[00:47:33.710 --> 00:47:33.860]   or
[00:47:33.860 --> 00:47:34.320]   early
[00:47:34.320 --> 00:47:34.330]   I
[00:47:34.330 --> 00:47:34.630]   mean
[00:47:34.630 --> 00:47:35.020]   early
[00:47:35.020 --> 00:47:35.250]   the
[00:47:35.250 --> 00:47:35.560]   same
[00:47:35.560 --> 00:47:36.000]   day
[00:47:36.000 --> 00:47:36.010]   I
[00:47:36.010 --> 00:47:36.760]   was
[00:47:36.760 --> 00:47:36.860]   reading
[00:47:36.860 --> 00:47:37.540]   comments
[00:47:37.540 --> 00:47:37.930]   about
[00:47:37.930 --> 00:47:38.270]   Bitcoin
[00:47:38.270 --> 00:47:38.900]   and
[00:47:38.900 --> 00:47:39.160]   there
[00:47:39.160 --> 00:47:39.390]   was
[00:47:39.390 --> 00:47:39.530]   a
[00:47:39.530 --> 00:47:39.720]   ton
[00:47:39.720 --> 00:47:39.880]   of
[00:47:39.880 --> 00:47:40.210]   hate
[00:47:40.210 --> 00:47:40.360]   on
[00:47:40.360 --> 00:47:41.040]   Bitcoin
[00:47:41.040 --> 00:47:41.430]   and
[00:47:41.430 --> 00:47:41.490]   one
[00:47:41.490 --> 00:47:41.590]   of
[00:47:41.590 --> 00:47:41.830]   our
[00:47:41.830 --> 00:47:41.990]   uh
[00:47:41.990 --> 00:47:42.150]   of
[00:47:42.150 --> 00:47:42.390]   our
[00:47:42.390 --> 00:47:42.610]   uh
[00:47:42.610 --> 00:47:42.710]   of
[00:47:42.710 --> 00:47:42.950]   our
[00:47:42.950 --> 00:47:43.540]   friends
[00:47:43.540 --> 00:47:44.160]   Patrick
[00:47:44.160 --> 00:47:44.770]   McKenzie
[00:47:44.770 --> 00:47:45.090]   was
[00:47:45.090 --> 00:47:45.250]   the
[00:47:45.250 --> 00:47:45.740]   number
[00:47:45.740 --> 00:47:45.980]   one
[00:47:45.980 --> 00:47:46.060]   h
[00:47:46.060 --> 00:47:46.390]  ater
[00:47:46.390 --> 00:47:46.550]   he
[00:47:46.550 --> 00:47:46.710]  ,
[00:47:46.710 --> 00:47:46.950]   was
[00:47:46.950 --> 00:47:47.190]   the
[00:47:47.190 --> 00:47:47.760]   number
[00:47:47.760 --> 00:47:47.920]   one
[00:47:47.920 --> 00:47:48.500]   comment
[00:47:48.500 --> 00:47:48.750]   and
[00:47:48.750 --> 00:47:48.900]   he
[00:47:48.900 --> 00:47:49.260]   he
[00:47:49.260 --> 00:47:49.520]  's [SPEAKER_TURN]
[00:47:49.520 --> 00:47:49.940]   Like
[00:47:50.100 --> 00:47:50.160]  
[00:47:50.160 --> 00:47:50.230]   I
[00:47:50.230 --> 00:47:50.480]   would
[00:47:50.480 --> 00:47:50.800]   short
[00:47:50.800 --> 00:47:51.250]   Bitcoin
[00:47:51.250 --> 00:47:51.510]   with
[00:47:51.510 --> 00:47:51.570]   A
[00:47:51.570 --> 00:47:51.630]  _
[00:47:51.630 --> 00:47:51.690]  '
[00:47:51.690 --> 00:47:51.750]  s
[00:47:51.750 --> 00:47:52.010]   like
[00:47:52.010 --> 00:47:52.140]   if
[00:47:52.140 --> 00:47:52.460]   there
[00:47:52.460 --> 00:47:52.650]   was
[00:47:52.650 --> 00:47:52.710]   a
[00:47:52.710 --> 00:47:52.900]   way
[00:47:52.900 --> 00:47:53.030]   to
[00:47:53.030 --> 00:47:53.350]   short
[00:47:53.350 --> 00:47:53.840]   Bitcoin
[00:47:53.840 --> 00:47:54.000]  ,
[00:47:54.000 --> 00:47:54.190]   like
[00:47:54.190 --> 00:47:54.250]   '
[00:47:54.250 --> 00:47:54.590]  cause
[00:47:54.590 --> 00:47:54.700]   we
[00:47:54.700 --> 00:47:54.960]   were
[00:47:54.960 --> 00:47:55.680]   talking
[00:47:55.680 --> 00:47:55.750]   about
[00:47:55.750 --> 00:47:55.990]   what
[00:47:55.990 --> 00:47:56.120]   if
[00:47:56.120 --> 00:47:56.440]   there
[00:47:56.440 --> 00:47:56.830]  's
[00:47:56.830 --> 00:47:56.860]   like
[00:47:56.860 --> 00:47:56.890]   a
[00:47:56.890 --> 00:47:57.540]   derivative
[00:47:57.540 --> 00:47:58.060]   market
[00:47:58.060 --> 00:47:58.120]  er
[00:47:58.120 --> 00:47:58.170]   I
[00:47:58.170 --> 00:47:58.310]  ?
[00:47:58.310 --> 00:47:58.630]   guess
[00:47:58.630 --> 00:47:58.820]   the
[00:47:58.820 --> 00:47:59.270]   article
[00:47:59.270 --> 00:47:59.490]   was
[00:47:59.490 --> 00:47:59.770]   like
[00:47:59.770 --> 00:47:59.910]   one
[00:47:59.910 --> 00:48:00.070]   of
[00:48:00.070 --> 00:48:00.230]   the
[00:48:00.230 --> 00:48:00.680]   reasons
[00:48:00.680 --> 00:48:00.940]   that
[00:48:00.940 --> 00:48:01.390]   Bitcoin
[00:48:01.390 --> 00:48:01.580]   has
[00:48:01.580 --> 00:48:01.840]   gone
[00:48:01.840 --> 00:48:01.970]   up
[00:48:01.970 --> 00:48:02.130]   in
[00:48:02.130 --> 00:48:02.520]   value
[00:48:02.520 --> 00:48:02.550]   so
[00:48:02.550 --> 00:48:02.940]   much
[00:48:02.940 --> 00:48:02.940]   is
[00:48:02.940 --> 00:48:03.250]   there
[00:48:03.250 --> 00:48:03.500]  's
[00:48:03.500 --> 00:48:03.520]   no
[00:48:03.520 --> 00:48:03.780]   real
[00:48:03.780 --> 00:48:04.040]   easy
[00:48:04.040 --> 00:48:04.230]   way
[00:48:04.230 --> 00:48:04.360]   to
[00:48:04.360 --> 00:48:04.680]   short
[00:48:04.680 --> 00:48:05.140]   Bitcoin
[00:48:05.140 --> 00:48:05.320]  .
[00:48:05.320 --> 00:48:05.640]   Right
[00:48:05.640 --> 00:48:05.910]  ?
[00:48:05.910 --> 00:48:06.070]   And
[00:48:06.070 --> 00:48:06.150]   so
[00:48:06.150 --> 00:48:06.470]   there
[00:48:06.470 --> 00:48:06.590]  's
[00:48:06.590 --> 00:48:06.730]   no
[00:48:06.730 --> 00:48:07.260]   downward
[00:48:07.260 --> 00:48:07.770]   pressure
[00:48:07.770 --> 00:48:07.900]   on
[00:48:07.900 --> 00:48:08.030]   it
[00:48:08.030 --> 00:48:08.230]  .
[00:48:08.230 --> 00:48:08.410]   And
[00:48:08.410 --> 00:48:08.860]   Patrick
[00:48:08.860 --> 00:48:09.010]   was
[00:48:09.010 --> 00:48:09.460]   like
[00:48:09.460 --> 00:48:09.630]   look
[00:48:09.630 --> 00:48:09.700]  ,
[00:48:09.700 --> 00:48:09.850]   I
[00:48:09.850 --> 00:48:10.080]   would
[00:48:10.080 --> 00:48:10.210]   if
[00:48:10.210 --> 00:48:10.530]   there
[00:48:10.530 --> 00:48:10.660]   is
[00:48:10.660 --> 00:48:10.850]   any
[00:48:10.850 --> 00:48:11.040]   way
[00:48:11.040 --> 00:48:11.170]   to
[00:48:11.170 --> 00:48:11.490]   short
[00:48:11.490 --> 00:48:11.620]   it
[00:48:11.620 --> 00:48:11.740]  ,
[00:48:11.740 --> 00:48:11.810]   I
[00:48:11.810 --> 00:48:12.230]   would
[00:48:12.230 --> 00:48:12.450]   short
[00:48:12.450 --> 00:48:12.580]   as
[00:48:12.580 --> 00:48:12.840]   much
[00:48:12.840 --> 00:48:12.970]   as
[00:48:12.970 --> 00:48:13.030]   I
[00:48:13.030 --> 00:48:13.660]   could
[00:48:13.660 --> 00:48:13.670]   based
[00:48:13.670 --> 00:48:13.800]   on
[00:48:13.800 --> 00:48:13.920]   my
[00:48:13.920 --> 00:48:14.400]   risk
[00:48:14.400 --> 00:48:14.830]   tolerance
[00:48:14.830 --> 00:48:15.130]   or
[00:48:15.130 --> 00:48:15.480]   something
[00:48:15.480 --> 00:48:15.610]  ,
[00:48:15.610 --> 00:48:16.120]   right
[00:48:16.120 --> 00:48:16.170]  .
[00:48:16.170 --> 00:48:16.310]   And
[00:48:16.310 --> 00:48:16.440]   it
[00:48:16.440 --> 00:48:16.620]   was
[00:48:16.620 --> 00:48:16.690]   sort
[00:48:16.690 --> 00:48:17.020]   of
[00:48:17.020 --> 00:48:17.340]   funny
[00:48:17.340 --> 00:48:17.660]   so
[00:48:17.660 --> 00:48:17.710]   and
[00:48:17.710 --> 00:48:17.850]   the
[00:48:17.850 --> 00:48:18.310]   other
[00:48:18.310 --> 00:48:18.360]   one
[00:48:18.360 --> 00:48:18.420]   I
[00:48:18.420 --> 00:48:18.940]   remember
[00:48:18.940 --> 00:48:19.860]   there
[00:48:19.860 --> 00:48:20.100]   was
[00:48:20.100 --> 00:48:20.130]  
[00:48:20.130 --> 00:48:20.260]   much
[00:48:20.260 --> 00:48:20.430]   hate
[00:48:20.430 --> 00:48:20.500]   on
[00:48:20.500 --> 00:48:20.540]   I
[00:48:20.540 --> 00:48:20.660]  .
[00:48:20.660 --> 00:48:20.820]   mean
[00:48:20.820 --> 00:48:21.020]   later
[00:48:21.020 --> 00:48:21.100]   on
[00:48:21.100 --> 00:48:21.180]   it
[00:48:21.180 --> 00:48:21.460]   changed
[00:48:21.460 --> 00:48:21.500]   a
[00:48:21.500 --> 00:48:21.740]   little
[00:48:21.740 --> 00:48:21.860]   bit
[00:48:21.860 --> 00:48:22.030]   with
[00:48:22.030 --> 00:48:22.210]   Tesla
[00:48:22.210 --> 00:48:22.380]  .
[00:48:22.380 --> 00:48:22.410]   Tesla
[00:48:22.410 --> 00:48:22.940]   has
[00:48:22.940 --> 00:48:23.070]   so
[00:48:23.070 --> 00:48:23.480]   many
[00:48:23.480 --> 00:48:23.540]   hat
[00:48:23.540 --> 00:48:23.750]  ers
[00:48:23.750 --> 00:48:23.940]   out
[00:48:23.940 --> 00:48:24.280]   there
[00:48:24.280 --> 00:48:24.410]  ,
[00:48:24.410 --> 00:48:24.610]   and
[00:48:24.610 --> 00:48:24.670]   I
[00:48:24.670 --> 00:48:24.870]   was
[00:48:24.870 --> 00:48:25.160]   like
[00:48:25.160 --> 00:48:25.410]   what
[00:48:25.410 --> 00:48:25.540]   is
[00:48:25.540 --> 00:48:25.670]   it
[00:48:25.670 --> 00:48:26.150]   between
[00:48:26.150 --> 00:48:26.700]   that
[00:48:26.700 --> 00:48:26.760]   makes
[00:48:26.760 --> 00:48:27.030]   that
[00:48:27.030 --> 00:48:27.160]  's
[00:48:27.160 --> 00:48:27.640]   similar
[00:48:27.640 --> 00:48:28.190]   between
[00:48:28.190 --> 00:48:28.460]   Tesla
[00:48:28.460 --> 00:48:28.590]  ,
[00:48:28.590 --> 00:48:29.070]   Bitcoin
[00:48:29.070 --> 00:48:29.200]  ,
[00:48:29.200 --> 00:48:29.400]   and
[00:48:29.400 --> 00:48:29.650]   Soy
[00:48:29.650 --> 00:48:29.680]  l
[00:48:29.680 --> 00:48:29.860]  ent
[00:48:29.860 --> 00:48:30.130]   that
[00:48:30.130 --> 00:48:30.520]   makes
[00:48:30.520 --> 00:48:30.600]   so
[00:48:30.600 --> 00:48:30.870]   many
[00:48:30.870 --> 00:48:31.290]   people
[00:48:31.290 --> 00:48:31.550]   hate
[00:48:31.550 --> 00:48:31.680]   it
[00:48:31.680 --> 00:48:31.880]  .
[00:48:31.880 --> 00:48:32.150]   Even
[00:48:32.150 --> 00:48:32.550]   people
[00:48:32.550 --> 00:48:32.750]   who
[00:48:32.750 --> 00:48:33.130]   are
[00:48:33.130 --> 00:48:33.230]   like
[00:48:33.230 --> 00:48:33.430]   you
[00:48:33.430 --> 00:48:33.700]   know
[00:48:33.700 --> 00:48:34.730]   entrepreneurial
[00:48:34.730 --> 00:48:34.930]   and
[00:48:34.930 --> 00:48:35.130]   and
[00:48:35.130 --> 00:48:35.330]   and
[00:48:35.330 --> 00:48:35.610]   tech
[00:48:35.610 --> 00:48:36.630]   oriented
[00:48:36.630 --> 00:48:36.660]   because
[00:48:36.660 --> 00:48:36.830]   the
[00:48:36.830 --> 00:48:37.200]   tech
[00:48:37.200 --> 00:48:37.650]   oriented
[00:48:37.650 --> 00:48:38.090]   people
[00:48:38.090 --> 00:48:38.330]   tend
[00:48:38.330 --> 00:48:38.480]   to
[00:48:38.480 --> 00:48:38.810]   be
[00:48:38.810 --> 00:48:39.000]   people
[00:48:39.000 --> 00:48:39.200]   who
[00:48:39.200 --> 00:48:39.400]   are
[00:48:39.400 --> 00:48:39.510]   a
[00:48:39.510 --> 00:48:39.870]   little
[00:48:39.870 --> 00:48:40.160]   more
[00:48:40.160 --> 00:48:40.620]   future
[00:48:40.620 --> 00:48:41.100]   oriented
[00:48:41.100 --> 00:48:41.230]  ,
[00:48:41.230 --> 00:48:41.460]   you
[00:48:41.460 --> 00:48:41.700]   know
[00:48:41.700 --> 00:48:41.900]  .
[00:48:41.900 --> 00:48:42.260]   They
[00:48:42.260 --> 00:48:42.580]   people
[00:48:42.580 --> 00:48:42.860]   they
[00:48:42.860 --> 00:48:43.040]   they
[00:48:43.040 --> 00:48:43.430]  're
[00:48:43.430 --> 00:48:43.520]   the
[00:48:43.520 --> 00:48:44.040]   people
[00:48:44.040 --> 00:48:44.160]   who
[00:48:44.160 --> 00:48:44.200]   a
[00:48:44.200 --> 00:48:44.390]   lot
[00:48:44.390 --> 00:48:44.520]   of
[00:48:44.520 --> 00:48:44.900]   times
[00:48:44.900 --> 00:48:45.130]   talk
[00:48:45.130 --> 00:48:45.460]   about
[00:48:45.460 --> 00:48:45.600]   um
[00:48:45.600 --> 00:48:46.400]   disruption
[00:48:46.400 --> 00:48:46.480]   and
[00:48:46.480 --> 00:48:46.750]   they
[00:48:46.750 --> 00:48:47.090]  're
[00:48:47.090 --> 00:48:47.150]   and
[00:48:47.150 --> 00:48:47.420]   they
[00:48:47.420 --> 00:48:47.620]  're
[00:48:47.620 --> 00:48:47.960]   kinda
[00:48:47.960 --> 00:48:48.230]   like
[00:48:48.230 --> 00:48:48.290]   s
[00:48:48.290 --> 00:48:48.610]   like
[00:48:48.610 --> 00:48:48.690]   us
[00:48:48.690 --> 00:48:49.560]   like
[00:48:49.560 --> 00:48:50.080]  acles
[00:48:50.080 --> 00:48:50.080]  
[00:48:50.080 --> 00:48:52.080]   like
[00:48:52.080 --> 00:48:52.300]   Isn
[00:48:52.300 --> 00:48:52.450]  't
[00:48:52.450 --> 00:48:52.820]   there
[00:48:52.820 --> 00:48:53.190]   like
[00:48:53.190 --> 00:48:53.230]   a
[00:48:53.230 --> 00:48:53.560]   quote
[00:48:53.560 --> 00:48:53.930]   about
[00:48:53.930 --> 00:48:54.080]   it
[00:48:54.080 --> 00:48:54.310]   like
[00:48:54.310 --> 00:48:54.650]   if
[00:48:54.650 --> 00:48:55.210]   something
[00:48:55.210 --> 00:48:55.360]   is
[00:48:55.360 --> 00:48:55.730]   truth
[00:48:55.730 --> 00:48:55.950]   you
[00:48:55.950 --> 00:48:56.100]  ,
[00:48:56.100 --> 00:48:56.400]   know
[00:48:56.400 --> 00:48:56.590]   if
[00:48:56.590 --> 00:48:56.700]  ,
[00:48:56.700 --> 00:48:57.070]   first
[00:48:57.070 --> 00:48:57.370]   they
[00:48:57.370 --> 00:48:57.590]  're
[00:48:57.590 --> 00:48:58.070]   really
[00:48:58.070 --> 00:48:58.390]   gonna
[00:48:58.390 --> 00:48:58.620]   argue
[00:48:58.620 --> 00:48:59.240]   with
[00:48:59.240 --> 00:48:59.300]   you
[00:48:59.300 --> 00:48:59.660]   about
[00:48:59.660 --> 00:48:59.820]   it
[00:48:59.820 --> 00:49:00.120]   then
[00:49:00.120 --> 00:49:00.420]   they
[00:49:00.420 --> 00:49:00.660]  're
[00:49:00.660 --> 00:49:01.010]   gonna
[00:49:01.010 --> 00:49:01.310]   hate
[00:49:01.310 --> 00:49:01.530]   you
[00:49:01.530 --> 00:49:01.750]   and
[00:49:01.750 --> 00:49:02.050]   then
[00:49:02.050 --> 00:49:02.580]   finally
[00:49:02.580 --> 00:49:02.880]   they
[00:49:02.880 --> 00:49:03.100]  're
[00:49:03.100 --> 00:49:03.470]   gonna
[00:49:03.470 --> 00:49:03.910]   accept
[00:49:03.910 --> 00:49:04.150]   it
[00:49:04.150 --> 00:49:04.440]   as
[00:49:04.440 --> 00:49:04.680]   truth
[00:49:04.680 --> 00:49:04.680]  . [SPEAKER_TURN]
[00:49:06.000 --> 00:49:06.070]  
[00:49:06.070 --> 00:49:06.100]   Uh
[00:49:06.100 --> 00:49:06.310]   like
[00:49:06.310 --> 00:49:06.750]   first
[00:49:06.750 --> 00:49:06.790]   they
[00:49:06.790 --> 00:49:07.010]  're
[00:49:07.010 --> 00:49:07.220]   gonna
[00:49:07.220 --> 00:49:07.430]   like
[00:49:07.430 --> 00:49:07.480]   f
[00:49:07.480 --> 00:49:07.750]   first
[00:49:07.750 --> 00:49:07.960]   they
[00:49:07.960 --> 00:49:08.230]  're
[00:49:08.230 --> 00:49:08.430]   gonna
[00:49:08.430 --> 00:49:08.710]   ignore
[00:49:08.710 --> 00:49:08.870]   you
[00:49:08.870 --> 00:49:09.030]   and
[00:49:09.030 --> 00:49:09.240]   then
[00:49:09.240 --> 00:49:09.300]   they
[00:49:09.300 --> 00:49:09.880]  're
[00:49:09.880 --> 00:49:09.910]   going
[00:49:09.910 --> 00:49:09.980]   to
[00:49:09.980 --> 00:49:10.250]   laugh
[00:49:10.250 --> 00:49:10.370]   at
[00:49:10.370 --> 00:49:10.510]   you
[00:49:10.510 --> 00:49:10.740]   then
[00:49:10.740 --> 00:49:10.820]  ,
[00:49:10.820 --> 00:49:11.030]   they
[00:49:11.030 --> 00:49:11.460]  're
[00:49:11.460 --> 00:49:11.730]   gonna
[00:49:11.730 --> 00:49:11.760]   fight
[00:49:11.760 --> 00:49:11.890]   you
[00:49:11.890 --> 00:49:12.050]   and
[00:49:12.050 --> 00:49:12.280]   then
[00:49:12.280 --> 00:49:12.470]   they
[00:49:12.470 --> 00:49:12.630]  're
[00:49:12.630 --> 00:49:12.980]   gonna
[00:49:12.980 --> 00:49:13.060]   and
[00:49:13.060 --> 00:49:13.270]   then
[00:49:13.270 --> 00:49:13.430]   you
[00:49:13.430 --> 00:49:13.590]  're
[00:49:13.590 --> 00:49:13.800]   they
[00:49:13.800 --> 00:49:13.960]  're
[00:49:13.960 --> 00:49:14.220]   going
[00:49:14.220 --> 00:49:14.330]   to
[00:49:14.330 --> 00:49:14.540]   lose
[00:49:14.540 --> 00:49:14.700]   and
[00:49:14.700 --> 00:49:14.900]   then
[00:49:14.900 --> 00:49:15.070]   you
[00:49:15.070 --> 00:49:15.220]  're
[00:49:15.220 --> 00:49:15.520]   gonna
[00:49:15.520 --> 00:49:15.660]   win
[00:49:15.660 --> 00:49:15.820]  .
[00:49:15.820 --> 00:49:16.100]   Which
[00:49:16.100 --> 00:49:16.190]   is
[00:49:16.190 --> 00:49:16.240]   I
[00:49:16.240 --> 00:49:16.510]   think
[00:49:16.510 --> 00:49:16.830]   Gandhi
[00:49:16.830 --> 00:49:16.930]   is
[00:49:16.930 --> 00:49:17.140]   that
[00:49:17.140 --> 00:49:17.240]  's
[00:49:17.240 --> 00:49:17.290]   a
[00:49:17.290 --> 00:49:17.610]   Gandhi
[00:49:17.610 --> 00:49:17.710]  's
[00:49:17.710 --> 00:49:17.980]   quote
[00:49:17.980 --> 00:49:18.140]  .
[00:49:18.140 --> 00:49:18.190]   I
[00:49:18.190 --> 00:49:18.240]   I
[00:49:18.240 --> 00:49:18.510]   kinda
[00:49:18.510 --> 00:49:18.670]   but
[00:49:18.670 --> 00:49:18.830]  che
[00:49:18.830 --> 00:49:19.080]  red
[00:49:19.080 --> 00:49:19.090]   it
[00:49:19.090 --> 00:49:19.140]   a
[00:49:19.140 --> 00:49:19.460]   little
[00:49:19.460 --> 00:49:19.620]   bit
[00:49:19.620 --> 00:49:19.720]  ,
[00:49:19.720 --> 00:49:19.880]   but
[00:49:19.880 --> 00:49:20.090]   that
[00:49:20.090 --> 00:49:20.190]  's
[00:49:20.190 --> 00:49:20.780]   essentially
[00:49:20.780 --> 00:49:20.880]   it
[00:49:20.880 --> 00:49:21.040]  .
[00:49:21.040 --> 00:49:21.920]   Um [SPEAKER_TURN]
[00:49:21.920 --> 00:49:24.710]   Dis
[00:49:24.710 --> 00:49:28.280]  rupt
[00:49:28.280 --> 00:49:31.910]  ions
[00:49:31.910 --> 00:49:34.640]  . [SPEAKER_TURN]
[00:49:34.640 --> 00:49:34.640]  
[00:49:34.640 --> 00:49:34.940]   how
[00:49:34.940 --> 00:49:35.340]   things
[00:49:35.340 --> 00:49:35.570]   are
[00:49:35.570 --> 00:49:35.720]  ,
[00:49:35.720 --> 00:49:36.030]   have
[00:49:36.030 --> 00:49:36.340]   been
[00:49:36.340 --> 00:49:36.420]   I
[00:49:36.420 --> 00:49:36.570]  ,
[00:49:36.570 --> 00:49:36.880]   mean
[00:49:36.880 --> 00:49:37.030]   it
[00:49:37.030 --> 00:49:37.180]  's
[00:49:37.180 --> 00:49:37.330]   it
[00:49:37.330 --> 00:49:37.580]  's
[00:49:37.580 --> 00:49:37.620]   it
[00:49:37.620 --> 00:49:37.780]  's
[00:49:37.780 --> 00:49:38.060]  ,
[00:49:38.060 --> 00:49:38.160]   you
[00:49:38.160 --> 00:49:38.470]   know
[00:49:38.470 --> 00:49:38.620]  ,
[00:49:38.620 --> 00:49:38.930]   even
[00:49:38.930 --> 00:49:39.260]   even
[00:49:39.260 --> 00:49:39.700]   though
[00:49:39.700 --> 00:49:40.420]   people
[00:49:40.420 --> 00:49:40.490]   well
[00:49:40.490 --> 00:49:40.920]   first
[00:49:40.920 --> 00:49:40.960]   I
[00:49:40.960 --> 00:49:41.190]   was
[00:49:41.190 --> 00:49:41.520]   like
[00:49:41.520 --> 00:49:41.650]   uh
[00:49:41.650 --> 00:49:41.730]   i
[00:49:41.730 --> 00:49:41.880]   at
[00:49:41.880 --> 00:49:42.340]   first
[00:49:42.340 --> 00:49:42.350]   I
[00:49:42.350 --> 00:49:42.580]   was
[00:49:42.580 --> 00:49:42.910]   like
[00:49:42.910 --> 00:49:42.970]   I
